"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Max Pacioretty","MAX.PACIORETTY","8474157","21-22","VGK","L","L",1988-11-20,32,2007,1,22,29,502.8,15,7,7,29,106,140,181,10.83,14.15,10.71,7.74,15,21,10,23,45,6,5,1,1,-1,1,4,-3
"Max Willman","MAX.WILLMAN","8478051","21-22","PHI","C","L",1995-02-13,26,2014,5,121,41,482.53,4,0,2,6,65,80,100,4.43,6.15,5,5.54,10,8,14,53,74,8,5,0,0,-3,2,5,-3
"Maxim Mamin","MAXIM.MAMIN","8479553","21-22","FLA","C","L",1995-01-13,26,2016,6,175,32,381.27,5,3,2,10,37,51,65,5.4,13.51,9.8,10.59,16,18,9,46,33,3,2,1,1,-1,0,0,0
"Maxime Lajoie","MAXIME.LAJOIE","8479320","21-22","CAR","D","L",1997-11-05,23,2016,5,133,5,62.7,0,0,0,0,6,10,18,0.36,0,0,3.6,5,1,0,3,5,0,0,0,0,0,0,0,0
"Michael Amadio","MICHAEL.AMADIO","8478020","21-22","VGK","C","R",1996-05-13,25,2014,3,90,41,490.88,8,4,2,14,47,61,83,5.68,17.02,13.11,9.31,13,6,21,28,61,4,9,1,1,5,21,32,-11
"Michael Bunting","MICHAEL.BUNTING","8478047","21-22","TOR","L","L",1995-09-17,25,2014,4,117,67,1044.22,20,20,11,51,144,200,246,19.24,13.89,10,9.62,15,19,32,70,85,25,39,0,0,14,4,8,-4
"Michael Carcone","MICHAEL.CARCONE","8479619","21-22","ARI","L","L",1996-05-19,25,2014,NA,NA,8,96.25,1,0,0,1,15,21,27,1.39,6.67,4.76,6.62,3,2,4,10,12,0,2,1,1,2,0,4,-4
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","21-22","OTT","D","L",1990-06-24,31,2008,1,20,15,268.52,2,3,4,9,21,31,49,0.63,9.52,6.45,2.03,22,9,4,29,24,2,0,0,0,-2,0,0,0
"Michael McCarron","MICHAEL.MCCARRON","8477446","21-22","NSH","R","R",1995-03-07,26,2013,1,25,45,470.95,7,5,2,14,48,63,78,5.06,14.58,11.11,8.03,30,18,11,108,70,10,2,7,7,-8,152,144,8
"Michael McLeod","MICHAEL.MCLEOD","8479415","21-22","N.J","C","R",1998-02-03,23,2016,1,12,63,870.2,6,3,6,15,72,96,109,6.31,8.33,6.25,6.57,27,25,39,114,80,12,11,4,4,-1,528,390,138
"Michael Pezzetta","MICHAEL.PEZZETTA","8479543","21-22","MTL","C/L","L",1998-03-13,23,2016,6,160,44,341.32,5,3,0,8,40,53,62,4.03,12.5,9.43,7.6,7,23,2,132,36,14,10,4,4,-4,5,5,0
"Michael Raffl","MICHAEL.RAFFL","8477290","21-22","DAL","L","L",1988-12-01,32,2007,NA,NA,60,869.22,6,8,1,15,80,105,124,8.44,7.5,5.71,8.04,26,29,30,100,78,7,19,0,0,12,12,8,4
"Michael Rasmussen","MICHAEL.RASMUSSEN","8479992","21-22","DET","C","L",1999-04-17,22,2017,1,9,66,935.8,9,8,3,20,103,142,161,13.58,8.74,6.34,9.56,52,15,24,99,100,23,22,0,0,-1,352,354,-2
"Michael Sgarbossa","MICHAEL.SGARBOSSA","8475958","21-22","WSH","C","L",1992-07-25,29,2010,NA,NA,10,98.95,2,2,0,4,11,13,14,1.83,18.18,15.38,14.08,2,3,1,7,7,0,2,0,0,2,41,31,10
"Michael Stone","MICHAEL.STONE","8474628","21-22","CGY","D","R",1990-06-07,31,2008,3,69,4,69.78,0,0,1,1,9,13,21,0.18,0,0,1.38,8,2,0,14,7,0,0,0,0,0,0,0,0
"Michal Kempny","MICHAL.KEMPNY","8479482","21-22","WSH","D","L",1990-09-08,31,2008,NA,NA,15,237.58,1,0,1,2,10,20,40,0.59,10,5,2.95,19,6,1,22,28,8,3,0,0,-5,0,0,0
"Mika Zibanejad","MIKA.ZIBANEJAD","8476459","21-22","NYR","C","R",1993-04-18,28,2011,1,6,69,1355.98,26,29,15,70,191,274,331,22.06,13.61,9.49,8.05,41,43,49,54,59,6,12,0,0,6,582,548,34
"Mikael Backlund","MIKAEL.BACKLUND","8474150","21-22","CGY","C","L",1989-03-17,32,2007,1,24,67,1154.72,12,14,6,32,175,237,293,16.51,6.86,5.06,6.97,23,35,47,53,44,10,9,0,0,-1,510,498,12
"Mikael Granlund","MIKAEL.GRANLUND","8475798","21-22","NSH","C","L",1992-02-26,29,2010,1,9,66,1347.88,9,20,21,50,101,139,183,12,8.91,6.47,8.63,35,42,41,69,88,12,24,1,1,12,475,517,-42
"Mike Hardman","MIKE.HARDMAN","8482635","21-22","CHI","L","L",1999-02-05,22,2017,NA,NA,21,195.32,0,1,1,2,12,19,25,1.84,0,0,9.68,12,5,5,60,17,3,1,1,1,-2,1,1,0
"Mike Hoffman","MIKE.HOFFMAN","8474884","21-22","MTL","C","L",1989-11-24,31,2009,5,129,53,914.62,12,6,6,24,127,169,231,11.36,9.45,7.1,6.72,23,33,25,19,34,13,9,0,0,-4,6,5,1
"Mike Matheson","MIKE.MATHESON","8476875","21-22","PIT","D","L",1994-02-27,27,2012,1,23,61,1137.03,9,9,8,26,108,163,234,5.45,8.33,5.52,3.34,66,33,34,85,107,11,14,0,0,3,0,0,0
"Mike Reilly","MIKE.REILLY","8476422","21-22","BOS","D","L",1993-07-13,28,2011,4,98,58,1102.77,4,5,6,15,109,145,186,4.46,3.67,2.76,3.08,50,26,16,79,87,11,3,0,0,-8,0,0,0
"Mikey Anderson","MIKEY.ANDERSON","8479998","21-22","L.A","D","L",1999-05-25,22,2017,4,103,55,1104.77,2,4,1,7,56,83,130,3.05,3.57,2.41,3.67,65,25,10,127,123,3,10,0,0,7,0,0,0
"Mikhail Maltsev","MIKHAIL.MALTSEV","8479573","21-22","COL","L","L",1998-03-12,23,2016,4,102,18,145.28,0,0,0,0,23,30,38,1.69,0,0,5.63,2,1,7,31,12,1,2,0,0,1,44,32,12
"Mikhail Sergachev","MIKHAIL.SERGACHEV","8479410","21-22","T.B","D","L",1998-06-25,23,2016,1,9,63,1422.68,6,13,14,33,121,164,229,5.45,4.96,3.66,3.32,98,29,17,106,95,18,7,2,2,-11,0,0,0
"Mikko Rantanen","MIKKO.RANTANEN","8478420","21-22","COL","R","L",1996-10-29,24,2015,1,10,65,1362.43,34,33,13,80,229,320,404,27.5,14.85,10.62,8.59,36,39,44,50,102,27,30,0,0,3,132,161,-29
"Milan Lucic","MILAN.LUCIC","8473473","21-22","CGY","L","L",1988-06-07,33,2006,2,50,67,842.18,10,7,3,20,78,110,134,10.02,12.82,9.09,9.11,20,38,18,164,69,9,6,7,6,-4,11,9,2
"Miro Heiskanen","MIRO.HEISKANEN","8480036","21-22","DAL","D","L",1999-07-18,22,2017,1,3,54,1335.3,4,15,11,30,118,163,236,8.52,3.39,2.45,5.23,74,70,35,39,89,10,9,0,0,-1,0,0,0
"Mitch Marner","MITCH.MARNER","8478483","21-22","TOR","C/R","R",1997-05-05,24,2015,1,4,58,1204.98,28,29,22,79,177,253,329,21.6,15.82,11.07,8.54,27,47,59,48,52,6,11,0,0,5,4,6,-2
"Mitchell Stephens","MITCHELL.STEPHENS","8478477","21-22","DET","C","R",1997-02-05,24,2015,2,33,16,192.05,0,2,2,4,13,21,31,1.08,0,0,5.14,8,3,3,9,8,2,0,0,0,-2,83,89,-6
"Morgan Barron","MORGAN.BARRON","8480289","21-22","NYR","C","L",1998-12-02,22,2017,6,174,13,115.63,0,0,1,1,9,11,12,0.67,0,0,6.09,3,3,3,28,15,2,2,0,0,0,25,17,8
"Morgan Frost","MORGAN.FROST","8480028","21-22","PHI","C","L",1999-05-14,22,2017,1,27,40,541.43,3,5,2,10,46,62,91,4.25,6.52,4.84,6.85,16,16,19,30,13,7,2,0,0,-5,141,160,-19
"Morgan Geekie","MORGAN.GEEKIE","8479987","21-22","SEA","C","R",1998-07-20,23,2017,3,67,61,767.45,6,5,9,20,81,118,161,7.92,7.41,5.08,6.71,16,22,20,40,88,9,11,0,0,2,289,264,25
"Morgan Rielly","MORGAN.RIELLY","8476853","21-22","TOR","D","L",1994-03-09,27,2012,1,5,67,1607.38,8,25,22,55,180,236,317,7.02,4.44,3.39,2.97,65,66,34,66,101,16,8,0,0,-8,0,0,0
"Moritz Seider","MORITZ.SEIDER","8481542","21-22","DET","D","R",2001-04-06,20,2019,1,6,68,1569.9,5,18,21,44,147,192,284,7.93,3.4,2.6,4.13,137,39,40,112,95,15,19,0,0,4,0,0,0
"Nate Schmidt","NATE.SCHMIDT","8477220","21-22","WPG","D","L",1991-07-16,30,2009,NA,NA,66,1337.13,4,14,13,31,97,147,220,5.02,4.12,2.72,3.41,89,54,25,34,71,5,9,0,0,4,0,0,0
"Nate Thompson","NATE.THOMPSON","8470775","21-22","PHI","C","L",1984-10-05,36,2003,6,183,19,221.42,1,0,0,1,7,16,21,1.52,14.29,6.25,9.5,8,5,2,29,16,2,1,1,1,-1,68,67,1
"Nathan Bastian","NATHAN.BASTIAN","8479414","21-22","N.J","R","R",1997-12-06,23,2016,2,41,48,613.18,10,0,1,11,72,108,125,10.45,13.89,9.26,9.68,26,12,10,158,91,10,6,2,2,-4,19,13,6
"Nathan Bastian","NATHAN.BASTIAN","8479414","21-22","SEA","R","R",1997-12-06,23,2016,2,41,12,110.83,1,1,0,2,10,13,16,1.56,10,7.69,12,6,1,3,16,19,3,3,1,1,0,2,2,0
"Nathan Beaulieu","NATHAN.BEAULIEU","8476470","21-22","WPG","D","L",1992-12-05,28,2011,1,17,24,258.48,0,3,1,4,24,38,52,0.81,0,0,2.13,19,17,0,19,15,5,2,3,3,-3,0,0,0
"Nathan MacKinnon","NATHAN.MACKINNON","8477492","21-22","COL","C","R",1995-09-01,26,2013,1,1,52,1095.72,22,33,15,70,243,313,406,21.92,9.05,7.03,7,35,46,33,46,61,12,33,2,2,21,293,347,-54
"Nathan Walker","NATHAN.WALKER","8477573","21-22","STL","L","L",1994-02-07,27,2014,3,89,15,177.73,6,1,0,7,27,36,41,3.18,22.22,16.67,8.83,8,2,3,26,23,0,2,0,0,2,2,7,-5
"Nazem Kadri","NAZEM.KADRI","8475172","21-22","COL","C","L",1990-10-06,30,2009,1,7,65,1248.63,26,33,24,83,228,310,402,27.98,11.4,8.39,9.03,16,29,33,51,107,23,30,3,3,7,544,545,-1
"Neal Pionk","NEAL.PIONK","8480145","21-22","WPG","D","R",1995-07-29,26,2013,NA,NA,64,1376.9,3,15,11,29,122,175,239,5.82,2.46,1.71,3.33,78,59,23,159,104,19,16,0,0,-3,0,0,0
"Nic Dowd","NIC.DOWD","8475343","21-22","WSH","C","R",1990-05-27,31,2009,7,197,50,719.67,8,8,1,17,73,92,108,7.43,10.96,8.7,8.08,40,8,22,107,90,16,12,0,0,-4,417,349,68
"Nic Petan","NIC.PETAN","8477464","21-22","VAN","C","L",1995-03-22,26,2013,2,43,9,87.67,0,1,0,1,7,10,12,0.38,0,0,3.8,2,2,4,4,7,1,0,0,0,-1,8,27,-19
"Nicholas Merkley","NICHOLAS.MERKLEY","8478447","21-22","S.J","R","L",1997-05-23,24,2015,1,30,9,111.7,1,1,1,3,7,12,15,1.01,14.29,8.33,8.42,2,3,7,9,7,0,1,0,0,1,6,5,1
"Nicholas Robertson","NICHOLAS.ROBERTSON","8481582","21-22","TOR","L","L",2001-09-11,20,2019,2,53,9,90.12,1,0,0,1,12,15,19,0.67,8.33,6.67,4.47,1,3,3,9,14,1,0,0,0,-1,0,0,0
"Nick Bjugstad","NICK.BJUGSTAD","8475760","21-22","MIN","C","R",1992-07-17,29,2010,1,19,41,399.4,5,2,3,10,60,76,94,5.63,8.33,6.58,7.41,12,11,9,63,29,6,6,0,0,0,81,72,9
"Nick Bonino","NICK.BONINO","8474009","21-22","S.J","C","L",1988-04-20,33,2007,6,173,65,1081.3,8,4,5,17,106,137,162,13.09,7.55,5.84,9.55,84,9,41,27,46,7,5,0,0,-2,440,415,25
"Nick Cousins","NICK.COUSINS","8476393","21-22","NSH","C","L",1993-07-20,28,2011,3,68,55,695.13,7,6,6,19,88,124,145,9.15,7.95,5.65,7.38,21,16,10,57,88,7,20,1,1,13,18,22,-4
"Nick Foligno","NICK.FOLIGNO","8473422","21-22","BOS","L","L",1987-10-31,33,2006,1,28,49,633.67,2,5,4,11,80,106,118,6.84,2.5,1.89,6.45,29,13,16,126,26,13,7,5,5,-6,17,16,1
"Nick Holden","NICK.HOLDEN","8474207","21-22","OTT","D","L",1987-05-15,34,2005,NA,NA,61,1224.57,4,5,4,13,63,101,139,2.88,6.35,3.96,2.85,96,42,13,102,120,5,2,0,0,-3,0,0,0
"Nick Jensen","NICK.JENSEN","8475324","21-22","WSH","D","R",1990-09-21,30,2009,5,149,62,1191.8,5,6,7,18,69,110,152,2.99,7.25,4.55,2.72,78,33,20,110,158,8,17,1,1,9,0,0,0
"Nick Leddy","NICK.LEDDY","8475181","21-22","DET","D","L",1991-03-20,30,2009,1,16,55,1185.95,1,4,11,16,52,76,102,2.22,1.92,1.32,2.92,49,24,21,31,40,8,4,0,0,-4,0,0,0
"Nick Leddy","NICK.LEDDY","8475181","21-22","STL","D","L",1991-03-20,30,2009,1,16,6,131.23,1,1,0,2,7,10,14,0.36,14.29,10,3.6,7,2,3,2,4,1,1,0,0,0,0,0,0
"Nick Paul","NICK.PAUL","8477426","21-22","OTT","L","L",1995-03-20,26,2013,4,101,59,1024.87,11,2,5,18,131,186,240,12.13,8.4,5.91,6.52,41,27,48,67,98,6,7,2,2,1,333,346,-13
"Nick Paul","NICK.PAUL","8477426","21-22","T.B","L","L",1995-03-20,26,2013,4,101,6,70.42,1,1,2,4,10,15,16,1.58,10,6.67,10.53,3,4,3,13,8,1,2,0,0,1,15,14,1
"Nick Ritchie","NICK.RITCHIE","8477941","21-22","ARI","L","L",1995-12-05,25,2014,1,10,17,219.72,8,1,1,10,30,40,49,3.64,26.67,20,9.1,7,4,2,54,15,9,2,0,0,-7,0,1,-1
"Nick Ritchie","NICK.RITCHIE","8477941","21-22","TOR","L","L",1995-12-05,25,2014,1,10,33,395.78,2,3,4,9,52,73,88,6.86,3.85,2.74,9.4,13,10,5,79,42,9,1,1,1,-8,0,3,-3
"Nick Schmaltz","NICK.SCHMALTZ","8477951","21-22","ARI","C","R",1996-02-23,25,2014,1,20,49,866.78,20,19,8,47,94,127,159,13.6,21.28,15.75,10.71,22,31,40,12,58,4,5,0,0,1,91,110,-19
"Nick Seeler","NICK.SEELER","8476372","21-22","PHI","D","L",1993-06-03,28,2011,5,131,42,551.53,1,0,2,3,29,45,64,1.14,3.45,2.22,2.53,66,17,4,74,76,7,10,3,3,3,0,0,0
"Nick Suzuki","NICK.SUZUKI","8480018","21-22","MTL","C","R",1999-08-10,22,2017,1,13,68,1392.43,18,15,17,50,162,208,264,15.83,11.11,8.65,7.61,51,55,46,83,80,12,20,0,0,8,585,615,-30
"Nicklas Backstrom","NICKLAS.BACKSTROM","8473563","21-22","WSH","C","L",1987-11-23,33,2006,1,4,35,623.57,6,11,9,26,57,82,98,6.84,10.53,7.32,8.34,11,10,19,13,31,3,2,0,0,-1,231,277,-46
"Nico Hischier","NICO.HISCHIER","8480002","21-22","N.J","C","L",1999-01-04,22,2017,1,1,58,1109.95,18,15,15,48,122,176,221,17.21,14.75,10.23,9.78,43,25,35,43,99,6,13,1,1,7,607,539,68
"Nico Sturm","NICO.STURM","8481477","21-22","COL","C","L",1995-05-03,26,2013,NA,NA,7,91.35,0,0,0,0,10,13,14,0.66,0,0,5.08,1,2,0,14,11,0,1,0,0,1,40,26,14
"Nico Sturm","NICO.STURM","8481477","21-22","MIN","C","L",1995-05-03,26,2013,NA,NA,53,611.98,8,5,3,16,72,95,110,7.04,11.11,8.42,7.41,22,11,6,61,75,4,6,0,0,2,193,180,13
"Nicolas Aube-Kubel","NICOLAS.AUBE-KUBEL","8477979","21-22","COL","R","R",1996-05-10,25,2014,2,48,54,510.57,7,6,2,15,64,86,112,6.22,10.94,8.14,7.23,11,12,16,96,66,16,5,1,1,-11,3,8,-5
"Nicolas Aube-Kubel","NICOLAS.AUBE-KUBEL","8477979","21-22","PHI","R","R",1996-05-10,25,2014,2,48,7,68.75,0,1,0,1,9,11,12,0.74,0,0,6.73,1,2,0,17,13,3,0,0,0,-3,0,0,0
"Nicolas Deslauriers","NICOLAS.DESLAURIERS","8475235","21-22","ANA","L","L",1991-02-22,30,2009,3,84,61,709.35,5,3,2,10,72,97,126,6.57,6.94,5.15,6.77,34,11,4,210,37,10,8,10,10,-2,1,3,-2
"Nicolas Deslauriers","NICOLAS.DESLAURIERS","8475235","21-22","MIN","L","L",1991-02-22,30,2009,3,84,6,56.98,1,0,0,1,4,7,9,0.44,25,14.29,6.29,5,0,1,18,3,0,0,1,1,0,0,0,0
"Nicolas Hague","NICOLAS.HAGUE","8479980","21-22","VGK","D","L",1998-12-05,22,2017,2,34,52,969.83,4,4,6,14,116,162,239,5.52,3.45,2.47,3.41,80,23,25,57,138,19,9,0,0,-10,0,0,0
"Nicolas Meloche","NICOLAS.MELOCHE","8478467","21-22","S.J","D","R",1997-07-18,24,2015,2,40,37,612.7,2,1,3,6,26,38,67,0.87,7.69,5.26,2.29,40,21,11,114,58,13,7,0,0,-6,0,0,0
"Nicolas Roy","NICOLAS.ROY","8478462","21-22","VGK","C","R",1997-02-05,24,2015,4,96,66,1086.73,13,17,3,33,125,170,204,20.39,10.4,7.65,11.99,32,35,28,67,68,16,7,1,1,-9,409,421,-12
"Nikita Kucherov","NIKITA.KUCHEROV","8476453","21-22","T.B","R","L",1993-06-17,28,2011,2,58,32,641.77,11,17,12,40,112,153,196,11.98,9.82,7.19,7.83,7,22,16,23,32,8,7,0,0,-1,1,0,1
"Nikita Zadorov","NIKITA.ZADOROV","8477507","21-22","CGY","D","L",1995-04-16,26,2013,1,16,60,1021.22,3,5,8,16,90,141,193,3.68,3.33,2.13,2.61,42,55,28,152,77,23,7,1,1,-16,0,0,0
"Nikita Zaitsev","NIKITA.ZAITSEV","8479458","21-22","OTT","D","R",1991-10-29,29,2010,NA,NA,48,920.72,1,1,4,6,55,88,118,1.52,1.82,1.14,1.73,83,31,11,98,76,11,0,0,0,-11,0,0,0
"Niko Mikkola","NIKO.MIKKOLA","8478859","21-22","STL","D","L",1996-04-27,25,2015,5,127,50,870.25,3,5,3,11,56,77,107,2.15,5.36,3.9,2.79,75,24,7,104,105,23,9,1,1,-14,0,0,0
"Nikolaj Ehlers","NIKOLAJ.EHLERS","8477940","21-22","WPG","L","L",1996-02-14,25,2014,1,9,49,889.18,21,12,7,40,192,277,369,19.69,10.94,7.58,7.11,20,36,33,29,45,8,21,0,0,13,1,1,0
"Nils Hoglander","NILS.HOGLANDER","8481535","21-22","VAN","L","L",2000-12-20,20,2019,2,40,60,785.9,10,3,5,18,132,164,190,14.1,7.58,6.1,8.6,16,25,25,41,90,12,11,0,0,-1,0,1,-1
"Nils Lundkvist","NILS.LUNDKVIST","8480878","21-22","NYR","D","R",2000-07-27,21,2018,1,28,25,347.72,1,1,2,4,32,43,59,1.36,3.12,2.33,3.16,15,15,3,15,25,0,2,0,0,2,0,0,0
"Nino Niederreiter","NINO.NIEDERREITER","8475799","21-22","CAR","R","L",1992-09-08,29,2010,1,5,61,893.43,21,6,8,35,118,161,192,19.88,17.8,13.04,12.35,13,44,16,94,104,10,18,0,0,8,10,18,-8
"Noah Dobson","NOAH.DOBSON","8480865","21-22","NYI","D","R",2000-01-07,21,2018,1,12,65,1370.13,10,16,12,38,164,227,334,7.44,6.1,4.41,3.28,124,64,22,64,105,7,19,0,0,12,0,0,0
"Noah Gregor","NOAH.GREGOR","8479393","21-22","S.J","C","L",1998-07-28,23,2016,4,111,48,723.08,4,5,5,14,117,156,197,9.35,3.42,2.56,5.99,39,12,18,94,62,6,7,0,0,1,8,20,-12
"Noah Hanifin","NOAH.HANIFIN","8478396","21-22","CGY","D","L",1997-01-25,24,2015,1,5,66,1387.7,6,5,21,32,149,221,317,6.79,4.03,2.71,3.07,73,51,33,47,64,7,7,1,1,0,0,0,0
"Noah Juulsen","NOAH.JUULSEN","8478454","21-22","VAN","D","R",1997-04-02,24,2015,1,26,8,117.55,0,1,1,2,6,9,11,0.13,0,0,1.44,11,5,1,20,11,0,1,0,0,1,0,0,0
"Noel Acciari","NOEL.ACCIARI","8478569","21-22","FLA","C","R",1991-12-01,29,2010,NA,NA,14,154.73,1,3,1,5,19,27,32,2.4,5.26,3.7,8.89,8,2,2,35,23,2,1,0,0,-1,56,55,1
"Nolan Patrick","NOLAN.PATRICK","8479974","21-22","VGK","C","R",1998-09-19,22,2017,1,2,25,287.67,2,3,2,7,34,43,51,4.29,5.88,4.65,9.98,3,10,13,26,31,3,6,0,0,3,83,89,-6
"Oliver Bjorkstrand","OLIVER.BJORKSTRAND","8477416","21-22","CBJ","R","R",1995-04-10,26,2013,3,89,66,1184.72,24,15,11,50,181,260,332,21.32,13.26,9.23,8.2,24,28,45,73,72,6,19,0,0,13,8,11,-3
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","21-22","VAN","D","L",1991-07-17,30,2009,1,6,66,1473.17,4,9,7,20,149,209,308,5.58,2.68,1.91,2.67,64,35,22,84,97,21,18,0,0,-3,0,0,0
"Oliver Kylington","OLIVER.KYLINGTON","8478430","21-22","CGY","D","L",1997-05-19,24,2015,2,60,64,1163.2,8,6,13,27,124,173,249,6.35,6.45,4.62,3.67,68,48,24,34,81,6,8,0,0,2,0,0,0
"Oliver Wahlstrom","OLIVER.WAHLSTROM","8480789","21-22","NYI","R","R",2000-06-13,21,2018,1,11,61,765.98,13,6,5,24,142,196,254,15.25,9.15,6.63,7.78,16,16,15,95,61,16,15,1,1,-1,6,7,-1
"Olli Juolevi","OLLI.JUOLEVI","8479355","21-22","DET","D","L",1998-05-05,23,2016,1,5,5,72.58,0,0,0,0,6,9,12,0.12,0,0,1.33,1,2,0,4,7,1,0,0,0,-1,0,0,0
"Olli Juolevi","OLLI.JUOLEVI","8479355","21-22","FLA","D","L",1998-05-05,23,2016,1,5,10,124.55,0,0,0,0,9,13,17,0.22,0,0,1.69,6,4,2,9,25,1,1,0,0,0,0,0,0
"Olli Maatta","OLLI.MAATTA","8476874","21-22","L.A","D","L",1994-08-22,27,2012,1,22,55,1010.63,1,2,4,7,55,78,124,2.06,1.82,1.28,2.64,79,30,10,55,101,5,1,0,0,-4,0,0,0
"Ondrej Kase","ONDREJ.KASE","8478131","21-22","TOR","R","R",1995-11-08,25,2014,7,205,50,699.2,14,6,7,27,119,158,205,12.28,11.76,8.86,7.77,32,16,28,29,62,7,7,0,0,0,2,9,-7
"Ondrej Palat","ONDREJ.PALAT","8476292","21-22","T.B","L","L",1991-03-28,30,2011,7,208,62,1041.08,15,12,9,36,115,163,202,14.55,13.04,9.2,8.93,34,21,25,98,106,9,8,0,0,-1,1,11,-10
"Oskar Lindblom","OSKAR.LINDBLOM","8478067","21-22","PHI","L","L",1996-08-15,25,2014,5,138,65,922.82,11,7,4,22,108,142,182,11.63,10.19,7.75,8.19,44,17,19,67,73,11,11,0,0,0,7,12,-5
"Oskar Steen","OSKAR.STEEN","8479546","21-22","BOS","C","R",1998-03-09,23,2016,6,165,19,207.5,2,3,1,6,22,31,40,2.05,9.09,6.45,6.61,6,4,9,29,27,3,4,0,0,1,1,5,-4
"Oskar Sundqvist","OSKAR.SUNDQVIST","8476897","21-22","DET","C","R",1994-03-23,27,2012,3,81,6,91.2,2,1,0,3,6,8,14,1.31,33.33,25,16.38,4,2,1,8,9,0,0,0,0,0,4,9,-5
"Oskar Sundqvist","OSKAR.SUNDQVIST","8476897","21-22","STL","C","R",1994-03-23,27,2012,3,81,41,547.25,4,7,3,14,50,65,81,4.41,8,6.15,6.78,19,17,10,49,44,6,12,0,0,6,61,70,-9
"Otto Koivula","OTTO.KOIVULA","8479526","21-22","NYI","L","L",1998-09-01,23,2016,4,120,5,53.72,0,1,0,1,4,5,6,0.23,0,0,4.6,3,1,0,4,6,0,0,0,0,0,11,20,-9
"Owen Tippett","OWEN.TIPPETT","8480015","21-22","FLA","R","R",1999-02-16,22,2017,1,10,42,526.55,6,6,2,14,73,93,127,8.59,8.22,6.45,9.24,12,17,24,62,52,5,2,0,0,-3,19,33,-14
"Owen Tippett","OWEN.TIPPETT","8480015","21-22","PHI","R","R",1999-02-16,22,2017,1,10,6,94.6,0,0,1,1,15,19,26,1.21,0,0,6.37,1,1,2,8,16,1,4,0,0,3,0,0,0
"P.K. Subban","P.K..SUBBAN","8474056","21-22","N.J","D","R",1989-05-13,32,2007,2,43,64,1193.62,5,8,8,21,105,151,238,4.04,4.76,3.31,2.68,76,44,21,62,66,18,7,1,1,-11,0,0,0
"Parker Kelly","PARKER.KELLY","8480448","21-22","OTT","C/L","L",1999-05-14,22,2017,NA,NA,27,261.85,5,0,1,6,30,42,56,3.24,16.67,11.9,7.71,21,3,6,88,42,6,4,1,0,-3,0,1,-1
"Patric Hornqvist","PATRIC.HORNQVIST","8471887","21-22","FLA","R","R",1987-01-01,34,2005,7,230,53,678.1,10,9,5,24,135,166,190,15.79,7.41,6.02,9.51,15,13,20,98,101,4,10,1,1,6,7,13,-6
"Patrice Bergeron","PATRICE.BERGERON","8470638","21-22","BOS","C","R",1985-07-24,36,2003,2,45,59,1078.23,18,15,17,50,234,292,342,21.79,7.69,6.16,7.46,36,15,29,68,38,13,10,0,0,-3,820,495,325
"Patrick Brown","PATRICK.BROWN","8477887","21-22","PHI","C","R",1992-05-29,29,2010,NA,NA,38,472.8,4,2,1,7,49,63,76,4.42,8.16,6.35,7.02,32,10,9,80,33,3,3,1,1,0,206,154,52
"Patrick Kane","PATRICK.KANE","8474141","21-22","CHI","R","L",1988-11-19,32,2007,1,1,65,1403.87,21,40,17,78,239,313,429,20.31,8.79,6.71,6.49,21,40,34,10,51,7,12,0,0,5,5,4,1
"Patrick Maroon","PATRICK.MAROON","8474034","21-22","T.B","L","L",1988-04-23,33,2007,6,161,66,829.73,9,5,8,22,87,113,127,10.56,10.34,7.96,9.35,7,13,12,128,98,16,12,9,9,-4,11,13,-2
"Patrik Laine","PATRIK.LAINE","8479339","21-22","CBJ","L/R","R",1998-04-19,23,2016,1,2,49,914.92,25,12,14,51,146,205,272,14.72,17.12,12.2,7.18,13,46,21,31,35,10,6,0,0,-4,10,16,-6
"Patrik Nemeth","PATRIK.NEMETH","8475747","21-22","NYR","D","L",1992-02-08,29,2010,2,41,55,924.05,2,2,1,5,49,72,104,2.24,4.08,2.78,3.11,89,14,8,102,126,13,3,0,0,-10,0,0,0
"Paul Byron","PAUL.BYRON","8474038","21-22","MTL","L","L",1989-04-27,32,2007,6,179,21,269.02,4,1,2,7,27,30,34,3.3,14.81,13.33,11,5,12,6,54,17,0,3,0,0,3,33,34,-1
"Paul Cotter","PAUL.COTTER","8481032","21-22","VGK","C","L",1999-11-16,21,2018,4,115,7,61.68,2,0,0,2,11,14,17,0.89,18.18,14.29,6.36,1,0,1,17,14,3,1,0,0,-2,0,1,-1
"Paul Stastny","PAUL.STASTNY","8471669","21-22","WPG","C","L",1985-12-27,35,2005,2,44,58,1016.73,18,11,6,35,107,129,146,15.96,16.82,13.95,12.37,22,18,29,23,29,6,5,0,0,-1,176,121,55
